event,value,size_bytes,stride_bytes,threads,pattern,gbs,huge
dTLB-load-misses,1468,67108864,4096,1,seq,221.096,1
iTLB-load-misses,1036,67108864,4096,1,seq,221.096,1
cycles,127295918,67108864,4096,1,random,190.009,0
instructions,138625542,67108864,4096,1,random,190.009,0
cache-references,2975718,67108864,4096,1,random,190.009,0
cache-misses,2050615,67108864,4096,1,random,190.009,0
LLC-loads,331995,67108864,4096,1,random,190.009,0
LLC-load-misses,183976,67108864,4096,1,random,190.009,0
dTLB-load-misses,39679,67108864,4096,1,random,190.009,0
iTLB-load-misses,20505,67108864,4096,1,random,190.009,0
cycles,48468230,67108864,4096,1,random,217.415,1
instructions,40370684,67108864,4096,1,random,217.415,1
cache-references,3874389,67108864,4096,1,random,217.415,1
cache-misses,1989914,67108864,4096,1,random,217.415,1
LLC-loads,133621,67108864,4096,1,random,217.415,1
LLC-load-misses,21498,67108864,4096,1,random,217.415,1
dTLB-load-misses,1624,67108864,4096,1,random,217.415,1
iTLB-load-misses,1186,67108864,4096,1,random,217.415,1
cycles,113301323,67108864,4096,2,seq,199.974,0
instructions,139343038,67108864,4096,2,seq,199.974,0
cache-references,2489524,67108864,4096,2,seq,199.974,0
cache-misses,1818137,67108864,4096,2,seq,199.974,0
LLC-loads,203023,67108864,4096,2,seq,199.974,0
LLC-load-misses,221616,67108864,4096,2,seq,199.974,0
dTLB-load-misses,218079,67108864,4096,2,seq,199.974,0
iTLB-load-misses,29121,67108864,4096,2,seq,199.974,0
cycles,46696083,67108864,4096,2,seq,172.94,1
instructions,37351216,67108864,4096,2,seq,172.94,1
cache-references,3749047,67108864,4096,2,seq,172.94,1
cache-misses,1908464,67108864,4096,2,seq,172.94,1
LLC-loads,176970,67108864,4096,2,seq,172.94,1
LLC-load-misses,24714,67108864,4096,2,seq,172.94,1
dTLB-load-misses,2541,67108864,4096,2,seq,172.94,1
iTLB-load-misses,350,67108864,4096,2,seq,172.94,1
cycles,128754774,67108864,4096,2,random,155.515,0
instructions,134836161,67108864,4096,2,random,155.515,0
cache-references,3076988,67108864,4096,2,random,155.515,0
cache-misses,2159379,67108864,4096,2,random,155.515,0
LLC-loads,303920,67108864,4096,2,random,155.515,0
LLC-load-misses,193893,67108864,4096,2,random,155.515,0
dTLB-load-misses,28270,67108864,4096,2,random,155.515,0
iTLB-load-misses,18837,67108864,4096,2,random,155.515,0
cycles,49113826,67108864,4096,2,random,139.914,1
instructions,42159759,67108864,4096,2,random,139.914,1
cache-references,3748726,67108864,4096,2,random,139.914,1
cache-misses,1799622,67108864,4096,2,random,139.914,1
LLC-loads,193122,67108864,4096,2,random,139.914,1
LLC-load-misses,129297,67108864,4096,2,random,139.914,1
dTLB-load-misses,2036,67108864,4096,2,random,139.914,1
iTLB-load-misses,635,67108864,4096,2,random,139.914,1
cycles,151791638,67108864,4096,4,seq,68.5925,0
instructions,140155943,67108864,4096,4,seq,68.5925,0
cache-references,3541104,67108864,4096,4,seq,68.5925,0
cache-misses,1982288,67108864,4096,4,seq,68.5925,0
LLC-loads,349584,67108864,4096,4,seq,68.5925,0
LLC-load-misses,202862,67108864,4096,4,seq,68.5925,0
dTLB-load-misses,29645,67108864,4096,4,seq,68.5925,0
iTLB-load-misses,11164,67108864,4096,4,seq,68.5925,0
cycles,42619706,67108864,4096,4,seq,140.121,1
instructions,38458560,67108864,4096,4,seq,140.121,1
cache-references,3911707,67108864,4096,4,seq,140.121,1
cache-misses,1929880,67108864,4096,4,seq,140.121,1
LLC-loads,185002,67108864,4096,4,seq,140.121,1
LLC-load-misses,45218,67108864,4096,4,seq,140.121,1
dTLB-load-misses,1336,67108864,4096,4,seq,140.121,1
iTLB-load-misses,450,67108864,4096,4,seq,140.121,1
cycles,131681777,67108864,4096,4,random,82.2756,0
instructions,133784848,67108864,4096,4,random,82.2756,0
cache-references,3297141,67108864,4096,4,random,82.2756,0
cache-misses,2061339,67108864,4096,4,random,82.2756,0
LLC-loads,227554,67108864,4096,4,random,82.2756,0
LLC-load-misses,90722,67108864,4096,4,random,82.2756,0
dTLB-load-misses,62230,67108864,4096,4,random,82.2756,0
iTLB-load-misses,22376,67108864,4096,4,random,82.2756,0
cycles,54641264,67108864,4096,4,random,51.8786,1
instructions,47016666,67108864,4096,4,random,51.8786,1
cache-references,4448876,67108864,4096,4,random,51.8786,1
cache-misses,2035688,67108864,4096,4,random,51.8786,1
LLC-loads,182838,67108864,4096,4,random,51.8786,1
LLC-load-misses,144899,67108864,4096,4,random,51.8786,1
dTLB-load-misses,3789,67108864,4096,4,random,51.8786,1
iTLB-load-misses,805,67108864,4096,4,random,51.8786,1
cycles,471922676,134217728,64,1,seq,5.95679,0
instructions,336439945,134217728,64,1,seq,5.95679,0
cache-references,30845346,134217728,64,1,seq,5.95679,0
cache-misses,22383962,134217728,64,1,seq,5.95679,0
LLC-loads,12515727,134217728,64,1,seq,5.95679,0
LLC-load-misses,8326261,134217728,64,1,seq,5.95679,0
dTLB-load-misses,315047,134217728,64,1,seq,5.95679,0
iTLB-load-misses,35597,134217728,64,1,seq,5.95679,0
cycles,275568864,134217728,64,1,seq,6.24991,1
instructions,140505723,134217728,64,1,seq,6.24991,1
cache-references,35135458,134217728,64,1,seq,6.24991,1
cache-misses,22316631,134217728,64,1,seq,6.24991,1
LLC-loads,12368457,134217728,64,1,seq,6.24991,1
LLC-load-misses,7192279,134217728,64,1,seq,6.24991,1
dTLB-load-misses,3630,134217728,64,1,seq,6.24991,1
iTLB-load-misses,1267,134217728,64,1,seq,6.24991,1
cycles,1233459990,134217728,64,1,random,2.59662,0
instructions,653280976,134217728,64,1,random,2.59662,0
cache-references,60096764,134217728,64,1,random,2.59662,0
cache-misses,39745302,134217728,64,1,random,2.59662,0
LLC-loads,30743466,134217728,64,1,random,2.59662,0
LLC-load-misses,19203356,134217728,64,1,random,2.59662,0
dTLB-load-misses,16633560,134217728,64,1,random,2.59662,0
iTLB-load-misses,63938,134217728,64,1,random,2.59662,0
cycles,1015100352,134217728,64,1,random,3.07337,1
instructions,443083503,134217728,64,1,random,3.07337,1
cache-references,41341006,134217728,64,1,random,3.07337,1
cache-misses,34931982,134217728,64,1,random,3.07337,1
LLC-loads,19573718,134217728,64,1,random,3.07337,1
LLC-load-misses,19240853,134217728,64,1,random,3.07337,1
dTLB-load-misses,666305,134217728,64,1,random,3.07337,1
iTLB-load-misses,15652,134217728,64,1,random,3.07337,1
cycles,439650040,134217728,64,2,seq,9.00614,0
instructions,325884768,134217728,64,2,seq,9.00614,0
cache-references,23926032,134217728,64,2,seq,9.00614,0
cache-misses,18458437,134217728,64,2,seq,9.00614,0
LLC-loads,9363211,134217728,64,2,seq,9.00614,0
LLC-load-misses,7310758,134217728,64,2,seq,9.00614,0
dTLB-load-misses,242599,134217728,64,2,seq,9.00614,0
iTLB-load-misses,45747,134217728,64,2,seq,9.00614,0
cycles,275540880,134217728,64,2,seq,10.0879,1
instructions,127542934,134217728,64,2,seq,10.0879,1
cache-references,26297359,134217728,64,2,seq,10.0879,1
cache-misses,17659818,134217728,64,2,seq,10.0879,1
LLC-loads,9222408,134217728,64,2,seq,10.0879,1
LLC-load-misses,7004022,134217728,64,2,seq,10.0879,1
dTLB-load-misses,4237,134217728,64,2,seq,10.0879,1
iTLB-load-misses,2477,134217728,64,2,seq,10.0879,1
cycles,1302366448,134217728,64,2,random,3.67579,0
instructions,714625771,134217728,64,2,random,3.67579,0
cache-references,53138721,134217728,64,2,random,3.67579,0
cache-misses,38371715,134217728,64,2,random,3.67579,0
LLC-loads,21181271,134217728,64,2,random,3.67579,0
LLC-load-misses,14658167,134217728,64,2,random,3.67579,0
dTLB-load-misses,11857583,134217728,64,2,random,3.67579,0
iTLB-load-misses,52154,134217728,64,2,random,3.67579,0
cycles,1127390724,134217728,64,2,random,3.66837,1
instructions,506889696,134217728,64,2,random,3.66837,1
cache-references,43840736,134217728,64,2,random,3.66837,1
cache-misses,37099433,134217728,64,2,random,3.66837,1
LLC-loads,15086789,134217728,64,2,random,3.66837,1
LLC-load-misses,14562535,134217728,64,2,random,3.66837,1
dTLB-load-misses,696339,134217728,64,2,random,3.66837,1
iTLB-load-misses,16134,134217728,64,2,random,3.66837,1
cycles,445874079,134217728,64,4,seq,12.3306,0
instructions,312585429,134217728,64,4,seq,12.3306,0
cache-references,20321962,134217728,64,4,seq,12.3306,0
cache-misses,16017298,134217728,64,4,seq,12.3306,0
LLC-loads,7847750,134217728,64,4,seq,12.3306,0
LLC-load-misses,6248580,134217728,64,4,seq,12.3306,0
dTLB-load-misses,213227,134217728,64,4,seq,12.3306,0
iTLB-load-misses,44692,134217728,64,4,seq,12.3306,0
cycles,320504833,134217728,64,4,seq,14.3677,1
instructions,116034251,134217728,64,4,seq,14.3677,1
cache-references,22702809,134217728,64,4,seq,14.3677,1
cache-misses,15865187,134217728,64,4,seq,14.3677,1
LLC-loads,7938693,134217728,64,4,seq,14.3677,1
LLC-load-misses,6248115,134217728,64,4,seq,14.3677,1
dTLB-load-misses,5182,134217728,64,4,seq,14.3677,1
iTLB-load-misses,3377,134217728,64,4,seq,14.3677,1
cycles,1963666572,134217728,64,4,random,3.4033,0
instructions,833979980,134217728,64,4,random,3.4033,0
cache-references,59690817,134217728,64,4,random,3.4033,0
cache-misses,44816831,134217728,64,4,random,3.4033,0
LLC-loads,18112667,134217728,64,4,random,3.4033,0
LLC-load-misses,13141326,134217728,64,4,random,3.4033,0
dTLB-load-misses,10250753,134217728,64,4,random,3.4033,0
iTLB-load-misses,60518,134217728,64,4,random,3.4033,0
cycles,1453792154,134217728,64,4,random,3.13049,1
instructions,625664967,134217728,64,4,random,3.13049,1
cache-references,53055252,134217728,64,4,random,3.13049,1
cache-misses,44326692,134217728,64,4,random,3.13049,1
LLC-loads,13553204,134217728,64,4,random,3.13049,1
LLC-load-misses,12865949,134217728,64,4,random,3.13049,1
dTLB-load-misses,801396,134217728,64,4,random,3.13049,1
iTLB-load-misses,23805,134217728,64,4,random,3.13049,1
cycles,331829744,134217728,256,1,seq,14.6891,0
instructions,278257695,134217728,256,1,seq,14.6891,0
cache-references,15616922,134217728,256,1,seq,14.6891,0
cache-misses,13736041,134217728,256,1,seq,14.6891,0
LLC-loads,4656785,134217728,256,1,seq,14.6891,0
LLC-load-misses,4338486,134217728,256,1,seq,14.6891,0
dTLB-load-misses,302774,134217728,256,1,seq,14.6891,0
iTLB-load-misses,38856,134217728,256,1,seq,14.6891,0
cycles,172205047,134217728,256,1,seq,14.2969,1
instructions,88291010,134217728,256,1,seq,14.2969,1
cache-references,17264716,134217728,256,1,seq,14.2969,1
cache-misses,12984171,134217728,256,1,seq,14.2969,1
LLC-loads,4407808,134217728,256,1,seq,14.2969,1
LLC-load-misses,4257101,134217728,256,1,seq,14.2969,1
dTLB-load-misses,3333,134217728,256,1,seq,14.2969,1
iTLB-load-misses,1050,134217728,256,1,seq,14.2969,1
cycles,471479080,134217728,256,1,random,7.94844,0
instructions,355759454,134217728,256,1,random,7.94844,0
cache-references,15789118,134217728,256,1,random,7.94844,0
cache-misses,10859725,134217728,256,1,random,7.94844,0
LLC-loads,7393865,134217728,256,1,random,7.94844,0
LLC-load-misses,5007069,134217728,256,1,random,7.94844,0
dTLB-load-misses,4209504,134217728,256,1,random,7.94844,0
iTLB-load-misses,34380,134217728,256,1,random,7.94844,0
cycles,298597442,134217728,256,1,random,12.4811,1
instructions,171103670,134217728,256,1,random,12.4811,1
cache-references,15323096,134217728,256,1,random,12.4811,1
cache-misses,10504523,134217728,256,1,random,12.4811,1
LLC-loads,5195211,134217728,256,1,random,12.4811,1
LLC-load-misses,4864892,134217728,256,1,random,12.4811,1
dTLB-load-misses,19076,134217728,256,1,random,12.4811,1
iTLB-load-misses,4878,134217728,256,1,random,12.4811,1
cycles,302491648,134217728,256,2,seq,26.7368,0
instructions,278053146,134217728,256,2,seq,26.7368,0
cache-references,10480796,134217728,256,2,seq,26.7368,0
cache-misses,9166512,134217728,256,2,seq,26.7368,0
LLC-loads,3510361,134217728,256,2,seq,26.7368,0
LLC-load-misses,3449101,134217728,256,2,seq,26.7368,0
dTLB-load-misses,259042,134217728,256,2,seq,26.7368,0
iTLB-load-misses,44871,134217728,256,2,seq,26.7368,0
cycles,201947342,134217728,256,2,seq,20.3195,1
instructions,85569968,134217728,256,2,seq,20.3195,1
cache-references,14868366,134217728,256,2,seq,20.3195,1
cache-misses,10636125,134217728,256,2,seq,20.3195,1
LLC-loads,3376567,134217728,256,2,seq,20.3195,1
LLC-load-misses,3345950,134217728,256,2,seq,20.3195,1
dTLB-load-misses,3078,134217728,256,2,seq,20.3195,1
iTLB-load-misses,1312,134217728,256,2,seq,20.3195,1
cycles,485013412,134217728,256,2,random,14.2497,0
instructions,371401731,134217728,256,2,random,14.2497,0
cache-references,15640045,134217728,256,2,random,14.2497,0
cache-misses,11234214,134217728,256,2,random,14.2497,0
LLC-loads,5287882,134217728,256,2,random,14.2497,0
LLC-load-misses,3902842,134217728,256,2,random,14.2497,0
dTLB-load-misses,3006333,134217728,256,2,random,14.2497,0
iTLB-load-misses,45210,134217728,256,2,random,14.2497,0
cycles,293869100,134217728,256,2,random,15.8825,1
instructions,180943560,134217728,256,2,random,15.8825,1
cache-references,15723041,134217728,256,2,random,15.8825,1
cache-misses,10990235,134217728,256,2,random,15.8825,1
LLC-loads,3858532,134217728,256,2,random,15.8825,1
LLC-load-misses,3612692,134217728,256,2,random,15.8825,1
dTLB-load-misses,29338,134217728,256,2,random,15.8825,1
iTLB-load-misses,7074,134217728,256,2,random,15.8825,1
cycles,320992651,134217728,256,4,seq,42.0655,0
instructions,298214070,134217728,256,4,seq,42.0655,0
cache-references,9886160,134217728,256,4,seq,42.0655,0
cache-misses,8538455,134217728,256,4,seq,42.0655,0
LLC-loads,3119033,134217728,256,4,seq,42.0655,0
LLC-load-misses,3072504,134217728,256,4,seq,42.0655,0
dTLB-load-misses,218720,134217728,256,4,seq,42.0655,0
iTLB-load-misses,48589,134217728,256,4,seq,42.0655,0
cycles,163692633,134217728,256,4,seq,28.5556,1
instructions,81521770,134217728,256,4,seq,28.5556,1
cache-references,12336790,134217728,256,4,seq,28.5556,1
cache-misses,8519863,134217728,256,4,seq,28.5556,1
LLC-loads,2851342,134217728,256,4,seq,28.5556,1
LLC-load-misses,2662600,134217728,256,4,seq,28.5556,1
dTLB-load-misses,2672,134217728,256,4,seq,28.5556,1
iTLB-load-misses,2321,134217728,256,4,seq,28.5556,1
cycles,608695363,134217728,256,4,random,11.2886,0
instructions,414082997,134217728,256,4,random,11.2886,0
cache-references,17041499,134217728,256,4,random,11.2886,0
cache-misses,13356431,134217728,256,4,random,11.2886,0
LLC-loads,4564965,134217728,256,4,random,11.2886,0
LLC-load-misses,3311393,134217728,256,4,random,11.2886,0
dTLB-load-misses,2305740,134217728,256,4,random,11.2886,0
iTLB-load-misses,49500,134217728,256,4,random,11.2886,0
cycles,443521348,134217728,256,4,random,14.4002,1
instructions,211987993,134217728,256,4,random,14.4002,1
cache-references,17772118,134217728,256,4,random,14.4002,1
cache-misses,12218338,134217728,256,4,random,14.4002,1
LLC-loads,3385391,134217728,256,4,random,14.4002,1
LLC-load-misses,3174209,134217728,256,4,random,14.4002,1
dTLB-load-misses,75102,134217728,256,4,random,14.4002,1
iTLB-load-misses,6991,134217728,256,4,random,14.4002,1
cycles,314064770,134217728,1024,1,seq,30.0781,0
instructions,273916392,134217728,1024,1,seq,30.0781,0
cache-references,8857395,134217728,1024,1,seq,30.0781,0
cache-misses,6776001,134217728,1024,1,seq,30.0781,0
LLC-loads,1422361,134217728,1024,1,seq,30.0781,0
LLC-load-misses,1124682,134217728,1024,1,seq,30.0781,0
dTLB-load-misses,307833,134217728,1024,1,seq,30.0781,0
iTLB-load-misses,20671,134217728,1024,1,seq,30.0781,0
cycles,91717866,134217728,1024,1,seq,51.6894,1
instructions,75696569,134217728,1024,1,seq,51.6894,1
cache-references,9756166,134217728,1024,1,seq,51.6894,1
cache-misses,6025540,134217728,1024,1,seq,51.6894,1
LLC-loads,1116501,134217728,1024,1,seq,51.6894,1
LLC-load-misses,1123643,134217728,1024,1,seq,51.6894,1
dTLB-load-misses,920,134217728,1024,1,seq,51.6894,1
iTLB-load-misses,397,134217728,1024,1,seq,51.6894,1
cycles,342973485,134217728,1024,1,random,34.42,0
instructions,295663224,134217728,1024,1,random,34.42,0
cache-references,8268620,134217728,1024,1,random,34.42,0
cache-misses,5565358,134217728,1024,1,random,34.42,0
LLC-loads,2144224,134217728,1024,1,random,34.42,0
LLC-load-misses,1279570,134217728,1024,1,random,34.42,0
dTLB-load-misses,978423,134217728,1024,1,random,34.42,0
iTLB-load-misses,20552,134217728,1024,1,random,34.42,0
cycles,130162580,134217728,1024,1,random,13.6742,1
instructions,94502978,134217728,1024,1,random,13.6742,1
cache-references,9403723,134217728,1024,1,random,13.6742,1
cache-misses,5103645,134217728,1024,1,random,13.6742,1
LLC-loads,1273245,134217728,1024,1,random,13.6742,1
LLC-load-misses,1131934,134217728,1024,1,random,13.6742,1
dTLB-load-misses,4717,134217728,1024,1,random,13.6742,1
iTLB-load-misses,2524,134217728,1024,1,random,13.6742,1
cycles,231759892,134217728,1024,2,seq,61.3722,0
instructions,271859190,134217728,1024,2,seq,61.3722,0
cache-references,6514963,134217728,1024,2,seq,61.3722,0
cache-misses,5452297,134217728,1024,2,seq,61.3722,0
LLC-loads,1078590,134217728,1024,2,seq,61.3722,0
LLC-load-misses,1070800,134217728,1024,2,seq,61.3722,0
dTLB-load-misses,271804,134217728,1024,2,seq,61.3722,0
iTLB-load-misses,47223,134217728,1024,2,seq,61.3722,0
cycles,96087820,134217728,1024,2,seq,60.0288,1
instructions,78073958,134217728,1024,2,seq,60.0288,1
cache-references,9371767,134217728,1024,2,seq,60.0288,1
cache-misses,5870388,134217728,1024,2,seq,60.0288,1
LLC-loads,965477,134217728,1024,2,seq,60.0288,1
LLC-load-misses,873959,134217728,1024,2,seq,60.0288,1
dTLB-load-misses,2570,134217728,1024,2,seq,60.0288,1
iTLB-load-misses,1835,134217728,1024,2,seq,60.0288,1
cycles,298913232,134217728,1024,2,random,50.0308,0
instructions,305911917,134217728,1024,2,random,50.0308,0
cache-references,7559107,134217728,1024,2,random,50.0308,0
cache-misses,5689075,134217728,1024,2,random,50.0308,0
LLC-loads,1666089,134217728,1024,2,random,50.0308,0
LLC-load-misses,1118653,134217728,1024,2,random,50.0308,0
dTLB-load-misses,824147,134217728,1024,2,random,50.0308,0
iTLB-load-misses,41936,134217728,1024,2,random,50.0308,0
cycles,126210855,134217728,1024,2,random,54.4834,1
instructions,99736836,134217728,1024,2,random,54.4834,1
cache-references,9122134,134217728,1024,2,random,54.4834,1
cache-misses,5305570,134217728,1024,2,random,54.4834,1
LLC-loads,990434,134217728,1024,2,random,54.4834,1
LLC-load-misses,801271,134217728,1024,2,random,54.4834,1
dTLB-load-misses,4412,134217728,1024,2,random,54.4834,1
iTLB-load-misses,2149,134217728,1024,2,random,54.4834,1
cycles,247500885,134217728,1024,4,seq,89.7101,0
instructions,269057182,134217728,1024,4,seq,89.7101,0
cache-references,6774432,134217728,1024,4,seq,89.7101,0
cache-misses,5599471,134217728,1024,4,seq,89.7101,0
LLC-loads,1010226,134217728,1024,4,seq,89.7101,0
LLC-load-misses,819071,134217728,1024,4,seq,89.7101,0
dTLB-load-misses,177772,134217728,1024,4,seq,89.7101,0
iTLB-load-misses,42293,134217728,1024,4,seq,89.7101,0
cycles,94573447,134217728,1024,4,seq,62.4231,1
instructions,70097418,134217728,1024,4,seq,62.4231,1
cache-references,8617343,134217728,1024,4,seq,62.4231,1
cache-misses,4879251,134217728,1024,4,seq,62.4231,1
LLC-loads,681814,134217728,1024,4,seq,62.4231,1
LLC-load-misses,531968,134217728,1024,4,seq,62.4231,1
dTLB-load-misses,3052,134217728,1024,4,seq,62.4231,1
iTLB-load-misses,1759,134217728,1024,4,seq,62.4231,1
cycles,326057693,134217728,1024,4,random,55.9366,0
instructions,298184888,134217728,1024,4,random,55.9366,0
cache-references,7803542,134217728,1024,4,random,55.9366,0
cache-misses,5523325,134217728,1024,4,random,55.9366,0
LLC-loads,1214595,134217728,1024,4,random,55.9366,0
LLC-load-misses,831474,134217728,1024,4,random,55.9366,0
dTLB-load-misses,596807,134217728,1024,4,random,55.9366,0
iTLB-load-misses,38880,134217728,1024,4,random,55.9366,0
cycles,140187352,134217728,1024,4,random,32.8124,1
instructions,107073018,134217728,1024,4,random,32.8124,1
cache-references,9635990,134217728,1024,4,random,32.8124,1
cache-misses,5147310,134217728,1024,4,random,32.8124,1
LLC-loads,866028,134217728,1024,4,random,32.8124,1
LLC-load-misses,738178,134217728,1024,4,random,32.8124,1
dTLB-load-misses,8856,134217728,1024,4,random,32.8124,1
iTLB-load-misses,4144,134217728,1024,4,random,32.8124,1
cycles,247576199,134217728,4096,1,seq,220.075,0
instructions,272914102,134217728,4096,1,seq,220.075,0
cache-references,5346196,134217728,4096,1,seq,220.075,0
cache-misses,3912251,134217728,4096,1,seq,220.075,0
LLC-loads,568956,134217728,4096,1,seq,220.075,0
LLC-load-misses,547123,134217728,4096,1,seq,220.075,0
dTLB-load-misses,393150,134217728,4096,1,seq,220.075,0
iTLB-load-misses,37227,134217728,4096,1,seq,220.075,0
cycles,69250203,134217728,4096,1,seq,230.806,1
instructions,73512023,134217728,4096,1,seq,230.806,1
cache-references,7102947,134217728,4096,1,seq,230.806,1
cache-misses,3289337,134217728,4096,1,seq,230.806,1
LLC-loads,325753,134217728,4096,1,seq,230.806,1
LLC-load-misses,232998,134217728,4096,1,seq,230.806,1
dTLB-load-misses,1069,134217728,4096,1,seq,230.806,1
iTLB-load-misses,327,134217728,4096,1,seq,230.806,1
cycles,235858950,134217728,4096,1,random,163.918,0
instructions,284588741,134217728,4096,1,random,163.918,0
cache-references,5307774,134217728,4096,1,random,163.918,0
cache-misses,3737246,134217728,4096,1,random,163.918,0
LLC-loads,590781,134217728,4096,1,random,163.918,0
LLC-load-misses,392009,134217728,4096,1,random,163.918,0
dTLB-load-misses,416744,134217728,4096,1,random,163.918,0
iTLB-load-misses,38151,134217728,4096,1,random,163.918,0
cycles,86120372,134217728,4096,1,random,185.884,1
instructions,82838999,134217728,4096,1,random,185.884,1
cache-references,7741912,134217728,4096,1,random,185.884,1
cache-misses,3609026,134217728,4096,1,random,185.884,1
LLC-loads,315579,134217728,4096,1,random,185.884,1
LLC-load-misses,341316,134217728,4096,1,random,185.884,1
dTLB-load-misses,3671,134217728,4096,1,random,185.884,1
iTLB-load-misses,1828,134217728,4096,1,random,185.884,1
cycles,290886045,134217728,4096,2,seq,168.676,0
instructions,276528660,134217728,4096,2,seq,168.676,0
cache-references,6183421,134217728,4096,2,seq,168.676,0
cache-misses,4115683,134217728,4096,2,seq,168.676,0
LLC-loads,676635,134217728,4096,2,seq,168.676,0
LLC-load-misses,414203,134217728,4096,2,seq,168.676,0
dTLB-load-misses,80888,134217728,4096,2,seq,168.676,0
iTLB-load-misses,20912,134217728,4096,2,seq,168.676,0
cycles,81459257,134217728,4096,2,seq,94.2107,1
instructions,73414002,134217728,4096,2,seq,94.2107,1
cache-references,7523412,134217728,4096,2,seq,94.2107,1
cache-misses,3472491,134217728,4096,2,seq,94.2107,1
LLC-loads,91447,134217728,4096,2,seq,94.2107,1
LLC-load-misses,191168,134217728,4096,2,seq,94.2107,1
dTLB-load-misses,2997,134217728,4096,2,seq,94.2107,1
iTLB-load-misses,2052,134217728,4096,2,seq,94.2107,1
cycles,275373458,134217728,4096,2,random,175.716,0
instructions,284498635,134217728,4096,2,random,175.716,0
cache-references,5672525,134217728,4096,2,random,175.716,0
cache-misses,4178760,134217728,4096,2,random,175.716,0
LLC-loads,601405,134217728,4096,2,random,175.716,0
LLC-load-misses,410499,134217728,4096,2,random,175.716,0
dTLB-load-misses,277401,134217728,4096,2,random,175.716,0
iTLB-load-misses,39106,134217728,4096,2,random,175.716,0
cycles,83509235,134217728,4096,2,random,131.76,1
instructions,82546214,134217728,4096,2,random,131.76,1
cache-references,8038027,134217728,4096,2,random,131.76,1
cache-misses,3691553,134217728,4096,2,random,131.76,1
LLC-loads,158183,134217728,4096,2,random,131.76,1
LLC-load-misses,121934,134217728,4096,2,random,131.76,1
dTLB-load-misses,2266,134217728,4096,2,random,131.76,1
iTLB-load-misses,1679,134217728,4096,2,random,131.76,1
cycles,228739048,134217728,4096,4,seq,318.259,0
instructions,263762724,134217728,4096,4,seq,318.259,0
cache-references,4861789,134217728,4096,4,seq,318.259,0
cache-misses,3577922,134217728,4096,4,seq,318.259,0
LLC-loads,209114,134217728,4096,4,seq,318.259,0
LLC-load-misses,117392,134217728,4096,4,seq,318.259,0
dTLB-load-misses,147484,134217728,4096,4,seq,318.259,0
iTLB-load-misses,44282,134217728,4096,4,seq,318.259,0
cycles,77901088,134217728,4096,4,seq,419.954,1
instructions,74890792,134217728,4096,4,seq,419.954,1
cache-references,7024040,134217728,4096,4,seq,419.954,1
cache-misses,3218520,134217728,4096,4,seq,419.954,1
LLC-loads,310754,134217728,4096,4,seq,419.954,1
LLC-load-misses,238620,134217728,4096,4,seq,419.954,1
dTLB-load-misses,1438,134217728,4096,4,seq,419.954,1
iTLB-load-misses,295,134217728,4096,4,seq,419.954,1
cycles,256987515,134217728,4096,4,random,181.812,0
instructions,285228903,134217728,4096,4,random,181.812,0
cache-references,6317747,134217728,4096,4,random,181.812,0
cache-misses,4526584,134217728,4096,4,random,181.812,0
LLC-loads,617847,134217728,4096,4,random,181.812,0
LLC-load-misses,393942,134217728,4096,4,random,181.812,0
dTLB-load-misses,147651,134217728,4096,4,random,181.812,0
iTLB-load-misses,42897,134217728,4096,4,random,181.812,0
cycles,89161936,134217728,4096,4,random,73.8133,1
instructions,86185717,134217728,4096,4,random,73.8133,1
cache-references,8399328,134217728,4096,4,random,73.8133,1
cache-misses,3704448,134217728,4096,4,random,73.8133,1
LLC-loads,248523,134217728,4096,4,random,73.8133,1
LLC-load-misses,261719,134217728,4096,4,random,73.8133,1
dTLB-load-misses,3569,134217728,4096,4,random,73.8133,1
iTLB-load-misses,1778,134217728,4096,4,random,73.8133,1
